프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety
일반교환,자매대학,E0170,아시아,대만,중정대,National Chung Cheng University(國立中正大學),-,"B-3
A-4","· 위치: 대만 자이현
· 특징: 학생 수 약 12,000명
· 대만 내 20위권 명문대
· 총 2개 캠퍼스(Minxiong, Chiayi)","· 수학가능학과: Humanities, Sciences, Social Sciences, Engineering, Management, Law, Education, Others
· 수강가능과목(2024):
· (영어사용)https://kiki.ccu.edu.tw/~ccmisp06/Course/all_english.html
· (일반)http://kiki.ccu.edu.tw/~ccmisp06/Course/
· 전공과목 / 어학+전공과목 / 어학과목 중 택1",https://oia.ccu.edu.tw/index.php,"· IELTS, ITP 제외","영어(비유럽), 중국어","['경영/경제', '공학/기술', '교육학', '법학', '사회과학', '인문학', '자연과학']","중정대학교는 대만 Chiayi의 시골에 위치해 있어, 시내까지 이동이 필요하며 스쿨버스를 이용하는 것이 권장됩니다.",대만은 2 학기에 오면 매우 덥고 날씨가 예측하기 어려워 우산을 필수로 지참해야 합니다.,"학교는 시설이 잘 갖춰져 있고, 교수님들이 열정적으로 수업을 진행하며, 전반적으로 수업 난이도는 한국과 비슷했습니다.","주변이 시골이어서 치안은 안전하고, 학교 내부 시설이 잘 되어 안정적으로 생활했으며, 학교 주변도 치안이 안전하므로 저녁에는 조심히 다녔습니다."
일반교환,자매대학,E0171,아시아,대만,텅하이대,Tunghai University(東海大學),3.7/4.5 이상,"B-3
A-2","· 위치: 대만 타이중
· 특징: 학생 수 약 17,000명
· 대학 핵심 센터가 대만 하이테크 파크의 근처에 위치
· 기독교 대학","· 수학가능학과: Arts, Science, Egnineering, Management, Social Science, Agriculture, Fine Arts and Creative Design, Law, International College, General Education, Languages, Sports and Military Services
· 수강가능과목(2023):
· (영어강의)https://url.kr/7rv61n
· (일반)http://fsis.thu.edu.tw/wwwstud/frontend/CourseList.php",https://oir.thu.edu.tw/front/500_InExSt/500_InExSt_1/pages.php?ID=dGh1X29zYSY1MDBfSW5FeFN0XzE=,"· IELTS, ITP 제외","영어(비유럽), 중국어","['경영/경제', '공학/기술', '교육학', '농업/축산', '법학', '사회과학', '스포츠과학', '예술/디자인', '자연과학']",,,,
일반교환,자매대학,E0172,아시아,대만,프로비던스대,Providence University(靜宜大學),2.5/4.5 이상,"B-3
A-5","· 위치: 대만 타이중
· 특징: 학생 수 약 13,000명","· 수학가능학과: Foreign Languages and Literature,  Humanities and Social Sciences, Science, Management, Computing and Informatics, International Programs
· 수강가능과목(2024): 영어사용
· https://alcat.pu.edu.tw/2011courseAbstract/main.php?lang=en",https://oia.pu.edu.tw/p/426-1048-26.php?Lang=zh-tw,· IELTS 제외,"영어(비유럽), 중국어","['경영/경제', '공학/기술', '사회과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0173,아시아,대만,푸젠카톨릭대,Fu Jen Catholic University(輔仁大學),-,"B-2
A-2","· 위치: 대만 신베이
· 특징: 학생 수 25,562명
· 신규자매대학
· 대만 내 20위권 명문대","· 수학가능학과: Liberal Arts, Arts, Communication, Education, Holistic Education, Medicine,
· Science and Engineering, Foreign Languages, Human Ecology, Law,
· Social Sciences, Management, Fashion and Textiles
· 수강가능과목(2023):
· http://isc.oie.fju.edu.tw/teachingServices.jsp?labelID=11
· 수강 제한 과목 확인 필요",http://isc.oie.fju.edu.tw/teachingServices.jsp?labelID=8,"· TOEIC, ITP 제외","영어(비유럽), 중국어","['경영/경제', '공학/기술', '교육학', '법학', '보건/생명과학', '사회과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","학교는 번화가와 도심에서 20km 떨어진 곳에 위치하며, 지하철역과 매우 가까워 이동이 편리합니다.",대만은 햇살이 강하고 비가 자주 오니 선글라스와 모자를 챙기는 게 좋습니다.,"학교는 넓은 캠퍼스와 근접한 지하철역을 갖췄으며, 수업은 높은 난이도를 가졌지만 전반적으로 만족스러운 진행이 있었습니다.",대만에서는 안전한 환경에서 생활할 수 있었습니다.
일반교환,자매대학,E0174,아시아,대만,진리대학,Aletheia University(真理大學),-,"B-3
A-4","· 위치: 대만 신베이
· 특징: 학생 수 약 5,000명
· 장학금: 5,000달러의 NTD 지원","· 수학가능학과: Humanities, Finance and Economics, Management, Information and Business Intelligence, Tourism, Leisure and Sports, Education
· 수강가능과목: 중국어 사용
· https://cia.au.edu.tw/p/406-1022-77816,r109359.php?Lang=zh-tw",https://cia.au.edu.tw/,,"영어(비유럽), 중국어","['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '스포츠과학', '인문학']",,,,
일반교환,자매대학,E0175,아시아,대만,장정기독교대,Chang Jung Christian University(長榮大學),-,"B-3
A-2","· 위치: 대만 타이난
· 특징: 학생 수 약 8,419명","· 수학가능학과: Management, Health Science, Humanities and Social Sciences, Information and Design, Theology, Continuing Education, Practice and Education for the Environment, Safety and Health Sciences, Fine Arts, Liberal Arts Education
· 수강가능과목(2024-2025):
· https://eportal.cjcu.edu.tw/Syllabus?lang=en-US
· 각 과목의 수강요건 확인 필요",https://dweb.cjcu.edu.tw/intl?lang=en,,"영어(비유럽), 중국어","['경영/경제', '공학/기술', '교육학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학']",,,,
일반교환,자매대학,E0176,아시아,대만,가오슝 국립대,National University of Kaohsiung,-,B-2,"· 위치: 대만 가오슝
· 특징: 학생 수 약 5,300명
· 경제학과가 매우 높은 랭킹을 차지하고 있으며, 아시아태평양 산업학과 및 경영학과는 산업 엘린트 육성을 위해 개설됨","· 수학가능학과: Humanities and Social Sciences, Law ,Management, Science, Engineering, International School
· 수강가능과목(2024):
· https://course.nuk.edu.tw/QueryCourse/EngQueryCourse.asp
· International School Program(영어수업): https://drive.google.com/file/d/1YqrJLAe6y5WfhL2cPFwh8NbG7pQL8C71/view",https://dia.nuk.edu.tw/p/412-1034-4611.php?Lang=zh-tw,,중국어,"['경영/경제', '공학/기술', '법학', '사회과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0177,아시아,대만,중화대,Chung Hua University (中華大學),-,B-2,"· 위치: 대만 신베이
· 특징: 학생 수 약 5,435",,https://international.chu.edu.tw/index.php,,중국어,['직접확인'],,,,
일반교환,자매대학,E0178,아시아,대만,중원대,Chung Yuan Christian University,-,B-2,"· 위치: 대만 북부
· 특징: 학생 수 약 15,782","· 수강가능과목(2023):
· https://itouch.cycu.edu.tw/active_system/CourseQuerySystem/eng/
· 단, 물리학과 및 석사 프로그램 과목 수강 불가.",https://www1.cycu.edu.tw/,,중국어,['공학/기술'],,,,
일반교환,자매대학,E0179,아시아,말레이시아,말라야대,University of Malaya,3.0/4.5 이상,A-2,"· 위치: 말레이시아 수도 쿠알라룸푸르
· 특징: 코웨이, 포스코, 현대모비스등 한국기업 진출","· 수학가능학과: Education, Dentistry, Engineering, Science, Law, Medicine, Arts and Social Sciences, Business and Accountancy, Economics & Administration, Languages and Linguistics, Built environment, Computer Science & Information Technology, Pharmacy
· 수강가능과목:
· https://www.um.edu.my/faculties",https://gem.um.edu.my/inbound-long-term-home,"· TOEIC, IPT 제외",영어(비유럽),"['경영/경제', '공학/기술', '교육학', '법학', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학']","말레이시아의 대학은 쿠알라룸푸에 위치하며, 택시와 셔틀을 이용하여 넓은 캠퍼스 내 이동이 가능합니다. 위치한 대학은 쿠알라룸푸에 있으며, 택시와 셔틀을 활용해 캠퍼스 내를 편리하게 이동할 수 있습니다.",말레이시아는 더운 날씨와 많은 비로 인해 비가 올 때는 기다렸다가 이동합니다.,"수업시스템은 영상 안내를 통해 오류를 보완할 수 있고, 학교 내 시설은 다양하고 학생들 간의 도움이 많아 학교 생활에 용이합니다.","기숙사 생활을 통해 환경 개선과 안전을 높일 수 있었고, 다양한 친구들과 안정적인 시간을 보낼 수 있었습니다."
일반교환,자매대학,E0180,아시아,말레이시아,멀티미디어대,Multimedia University,-,A-3,"· 특징: 2개 캠퍼스(Cyberjaya와 Melaka, 서로 150km 떨어져 있음)를 운영
· 캠퍼스별 수강가능 학과 상이","· 수학가능학과: IT대학
· 수강가능과목:
· https://www.mmu.edu.my/programmes/",http://www.mmu.edu.my,· ITP 제외,영어(비유럽),['공학/기술'],,,,
일반교환,자매대학,E0181,아시아,말레이시아,뜨나가국립대,Universitiy Tenaga Nasional,-,A-3,"· 위치: 말레이시아 셀랑고르주
· 특징: 학생 수 약 8000명","· 수학가능학과: Engineering, Computing & Informatics, Business Management & Accounting,
· Energy Economics & Social Sciences
· 수강가능과목:
· https://uniten.edu.my/programmes/browse-all-programmes/",https://uniten.edu.my/admission-plus-aid/international-student-info/international-office/,· ITP 제외,영어(비유럽),"['경영/경제', '공학/기술', '사회과학', '자연과학']",,,,
일반교환,자매대학,E0182,아시아,말레이시아,테일러스대,Taylor's University,-,"TOEFL(iBT) 46 
IELTS 5.5",· 위치: 말레이시아 수방자야,"· 수학가능학과: Innovation and Technology, Business and Law, Health & Medical Sciences, Social Sciences & Leisure Management, Health & Medical Sciences
· 수강가능과목:
· file:///C:/Users/wongd/Downloads/Module%20Guide%202025.pdf
· 대부분의 과목 영어 강의",https://university.taylors.edu.my/en/campus-life/international-students.html,,영어(비유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '법학', '보건/생명과학', '사회과학', '자연과학']",,,,
일반교환,자매대학,E0183,아시아,말레이시아,UniKL,Universiti Kuala Lumpur,-,A-3,"· 위치: 말레이시아 쿠알라룸푸르
· 특징: 학생 수 약 30,500명","· 수학가능학과: Medical Science & Technology, Automation & Industrial Maintenance, Mechatronics, Air-Conditioning, Machine Building & Metal Fabrication, Product Design & Precision Manufacturing, Information Technology, Animation & Multimedia, Food Technology, Chemical & Bioengineering, Environmental Technology, Naval Architecture, Marine Technology, Automotive Technology, Aviation Technology, Electrical, Electronics & Telecommunication, Quality Engineering & Industrial Logistics, Medical & Allied Health Sciences, Business, Entrepreneurship & Islamic Finance, Oil & Gas
· 수강가능과목:
· https://www.unikl.edu.my/programs/by-levels-of-study/
· -링크접속 - 지원학과 - Subject",https://www.unikl.edu.my/admission/international-students/,,영어(비유럽),"['경영/경제', '공학/기술', '농업/축산', '보건/생명과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0185,아시아,베트남,똔득탕대,Ton Duc Thang University,-,A-4,· 위치: 베트남 호치민,"· 수학가능학과: PHARMACY, SOCIAL SCIENCES & HUMANITIES, CIVIL ENGINEERING, LABOR RELATIONS
· & TRADE UNIONS, ENVIRONMENT AND LABOUR SAFETY, FOREIGN LANGUAGES, BUSINESS ADMINISTRATION, FINANCE & BANKING, SPORT SCIENCE, ELECTRICAL & ELECTRONICS ENGINEERING, LAW, INFORMATION TECHNOLOGY, ACCOUNTING
· 수강가능과목:
· https://international.tdtu.edu.vn/en/news/2023/courses-in-english-academic-year-20232024
· 각 과목의 수강요건 확인 필요",,,영어(비유럽),"['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '스포츠과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0186,아시아,베트남,BUV,British University Vietnam,-,"IELTS 6.0
TOEFL(iBT) 87","· 위치: Ecopark
· 특징: 학생 수 약 3,000명","· 수학가능학과: Business, Computing & Innovative Technologies, Communication & Creative Industries, Finance and Economics, International Hospitality Management
· 수강가능과목: https://www.buv.edu.vn/undergraduate/?_gl=1b9capx_gcl_auMTI3OTM0NTY4Mi4xNzIxMTI3Njk3_gaMTE4ODIyOTA5LjE3MjExMjc2OTc._ga_T9NMG08J5TMTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC41MC4wLjE4MTE0MDI5OTU._ga_Z5F71K1SP6MTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA.._ga_ZFFT31GCRZMTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA.._ga_PZW9ZQFCFQMTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA.._ga_6Q9ZR7KDJYMTcyMTEyNzY5Ny4xLjEuMTcyMTEyODExNC4wLjAuMA..
· 각 과목의 수강요건 확인 필요",https://www.buv.edu.vn/international-office/#data-h1,"· IELTS 각 영역별 5.5 이상
· TOEIC 각 영역별 Listening 17, Speaking 20, Reading 18, and Writing 17 이상",영어(비유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0187,아시아,몽골,몽골국제대,Mongolia International University,-,"TOEIC 700
TOEFL(iBT) 70","· 위치: 몽골 울란바토르
· 특징: 학생 수 약 3,400명","· 수학가능학과: International Business Management, Information Technology, Fashion Design, Biotechnology and Food Science, Energy Resource and Environment Technology, English Education, Music Education, Hotel Management, Tourism Management, School of Media and Communication
· 수강가능과목:
· http://www.miu.edu.mn/ps/DepartmentsMn?categoryId=39
· 각 과목의 수강요건 확인 필요",http://www.miu.edu.mn/p/12,,영어(비유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '농업/축산', '예술/디자인', '자연과학', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0188,아시아,우즈베키스탄,타쉬켄트IT대,Tashkent University of Information Technologies,-,A-3,· 위치: 우즈베키스탄 타슈켄트,"· 수학가능학과: Software Engineering,  Computer Engineering, Cybersecurity, Telecommunication Technologies,  Radio and Mobile Communication,  Economics and Management in the sphere of ICT, Vocational Education in the field of
· ICT, Joint of Information Technologies of the TUIT and BSUIR
· 수강가능과목:
· https://static.tuit.uz/uploads/1/CKc5y3pbfPoF8duj80hAzDR6flyg5FvI.pdf
· 각 과목의 수강요건 확인 필요",https://tuit.uz/en/in-bound-exchange-program,· ITP 제외,영어(비유럽),"['경영/경제', '공학/기술', '교육학', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0189,아시아,우즈베키스탄,사마르칸트대,Samarkand State University,-,A-3,· 위치: 우즈베키스탄 사마르칸트,"· 수학가능학과: 수강 가능 과목 참고
· 수강가능과목:
· https://www.samdu.uz/en/pages/List_of_Bachelors_program
· 교환학생에 대한 과목이 없어, 본교생 과목 참고",https://www.samdu.uz/en,· ITP 제외,영어(비유럽),['직접확인'],,,,
일반교환,자매대학,E0190,아시아,우즈베키스탄,우즈베키스탄 국립 세계어 대학교,Uzbekistan State University of World Languages,-,A-3,· 위치: 우즈베키스탄 타슈켄트,,https://uzswlu.uz/,· ITP 제외,영어(비유럽),['직접확인'],,,,
일반교환,자매대학,E0191,아시아,인도네시아,페트라크리스천대,Petra Christian University,-,"TOEFL(iBT) 61 IELTS 6.0
 TOEIC 575 듀오링고 100","· 위치: 인도네시아 수라바야
· 특징: 학생 수 약 8,805명","· 수학가능학과: Arts and Design, Civil Engineering and Planning, Industrial Technology, Business and Economics, Letters, Communication, Education
· 국제팀 홈페이지_커뮤니티_자매대학소개_첨부파일(FactSheet) 및 하단링크 참조
· 수강가능과목: 영어 사용
· 1. English Department by Faculty of Humanities and Creative Industries (https://inggris.petra.ac.id/)
· 2. International Business Management (IBM) by School of Business and Management (https://ibm.petra.ac.id/)
· 3. International Business Accounting (IBAcc) by School of Business and Management (https://ibacc.petra.ac.id/)",https://bacc.petra.ac.id/pages/candidate-why,· ITP 제외,"기타, 영어(비유럽)","['경영/경제', '공학/기술', '교육학', '예술/디자인', '인문학', '커뮤니케이션/미디어']",,,,
일반교환,자매대학,E0192,아시아,인도네시아,펠리타하라판대,Pelita Harapan University,-,A-3,· 위치: 인도네시아 탕그랑,,https://www.uph.edu/id/global-partnerships-international-office#student-mobility-programs,· ITP 제외,영어(비유럽),['직접확인'],,,,
일반교환,자매대학,E0193,아시아,인도네시아,비너스대,Binus University,-,A-2,"· 위치: 인도네시아 자카르타
· 특징: International program에 지원가능","· 수학가능학과: https://curriculum.binus.ac.id/
· 수강가능과목:
· https://binusianorg-my.sharepoint.com/:x:/r/personal/riska_mulyati_binus_edu/_layouts/15/guestaccess.aspx?share=EfwH55fuqo1JvR-ZyPpNO4AByceeAEfdumDFezpg1txedA&e=Oc8Le5",https://io.binus.ac.id/international-student-non-degree/binusexchange/,,영어(비유럽),['직접확인'],,,,
일반교환,자매대학,E0194,아시아,인도네시아,인도네시아 국립대,University of Indonesia,-,IELTS 6.0,"· 위치: 인도네시아 자카르타
· 특징: 인도네시아 랭킹 1위 대학
· 학생 수 약 33,516명","· 수학가능학과: Administrative Science, Computer Science, Dentistry, Economics and Business, Engineering, Humanities, Law, Mathematics and Natural Sciences, Medicine, Nursing, Pharmacy, Psychology, Public Health, Social and Political Sciences, Environmental Science, Strategic and Global Studies
· 수강가능과목:
· https://drive.google.com/file/d/1dNQguQRp0iY34ONNfXOPjW7M8yub4lVE/view",https://international.ui.ac.id/,,영어(비유럽),"['경영/경제', '공학/기술', '법학', '보건/생명과학', '사회과학', '인문학', '자연과학']",,,,
일반교환,자매대학,E0195,아시아,인도네시아,아트마 자야대,"Atma Jaya University, Yogyakarta",-,A-3,· 위치: 인도네시아 욕야카르타,"· 수학가능학과: Biotechnology, Economics, Law, Social and Political Sciences, Engineering, Industrial Technology, International Program
· 수강가능과목:
· http://www.uajy.ac.id/international-affairs/academics/",http://www.uajy.ac.id/international-affairs/,,영어(비유럽),"['경영/경제', '공학/기술', '법학', '사회과학', '자연과학']",,,,
일반교환,자매대학,E0196,아시아,인도네시아,가자 마다대,Gadjah Mada University,-,"IELTS 5.5
TOEIC 550
TOEFL(iBT) 70",· 위치: 인도네시아 욕야카르타,"· 수학가능학과: Faculty of Law, Faculty of Social and Political Sciences, Faculty of Biology, Faculty of Mathematics and Natural Sciences, Faculty of Economics and Business
· 수강가능과목(2024-2025):
· https://docs.google.com/spreadsheets/d/1dxYt20LlbOUj-F2oNjIAtS7wW2pWy3Rd/edit?gid=446340895#gid=446340895",https://admission.ugm.ac.id/non-degree/student-exchange/,,영어(비유럽),"['경영/경제', '공학/기술', '법학', '사회과학', '자연과학']",,,,
일반교환,자매대학,E0197,아시아,싱가포르,PSB Academy,PSB Academy,-,A-3,· 위치: 마리나 스퀘어,"· 수학가능학과: https://www.psb-academy.edu.sg/courses#find-a-course
· 본인의 전공과 유사전공만 지원 가능하며, 총 4과목 수강 가능",https://www.psb-academy.edu.sg/,· 어학 성적 별 세부 기준 충족 필요,영어(비유럽),['직접확인'],,,,
일반교환,자매대학,E0199,아시아,일본,삿포로가쿠인대(삿포로학원대),Sapporo Gakuin University(札幌学院大学),-,C-2,"· 위치: 홋카이도 삿포로
· 특징: 학생 수 약 2,728명","· 수학가능학과: Business Administration, Economics, Humanities, Law
· 수강가능과목:
· https://www.sgu.ac.jp/faculty/
· 각 과목의 수강요건 확인 필요",https://www.sgu.ac.jp/abroad/iec/,,일본어,"['경영/경제', '공학/기술', '법학', '인문학']","학교는 삿포로 시내의 주요 지역에 위치하여, 공항과의 이동이 용이합니다.","삿포로는 겨울이 매우 추운 곳으로, 눈이 많이 내리고 눈 축제가 열리지만 방한 준비가 필요합니다.","학교는 시설이 잘 갖춰져 있고, 수업은 대부분 일본인을 대상으로 하지만 세미나 형식의 강의는 유학생에게 적합합니다. 전반적으로 수업은 만족스러웠습니다.",- 삿포로가쿠인에서의 생활은 안전하고 안정적으로 진행됐습니다. 현지에서의 생활도 비교적 안전하고 안정적했습니다.
일반교환,자매대학,E0200,아시아,일본,JF 오베린대,J. F. Oberlin University(桜美林大学),-,C-2,"· 위치: 도쿄
· 특징: 일본어 어학과정(5~8학점) 필수 수강
· (정규 전공과목은 일본어 실력에 한해 수강 가능)
· 본교 평균평점 3.5이상 지원가능
· 학생 수 약 9,000명","· 수학가능학과: Arts and Sciences, Business Management, Health and Welfare, Ferforming and Visual Arts, Global Communication
· 일본어 프로그램 외에는 상대교 요구능력 충족시 수강가능
· 수강가능과목:
· https://www.obirin.ac.jp/en/programs/studyabroad/courses/",https://www.obirin.ac.jp/en/programs/studyabroad/,,일본어,"['경영/경제', '보건/생명과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']","대학은 도쿄 가장자리에 위치하며, 나리타 공항과의 접근이 편리합니다. 오비린대학은 카나가와 현에 기숙사가 있어 안전하고 편리한 위치에 있으며, 대중교통 시설이 잘 되어 있어 도쿄와 카나가와의 이동이 편리합니다. 학교는 후치노베에 위치하며, 기숙사와 역이 가까워 안전하고 편리한 환경에서 생활합니다. 일본의 오비린대는 도쿄 외곽에 위치하여 도심까지 이동이","일본은 겨울이 추우나 여름은 서울보다 시원하며, 지진 대비 건물이 낮아 열이 쉽게 빠져나가는 특징이 있습니다. 오비린대학은 선선한 날씨가 특징이며, 가을과 겨울에는 춥지 않지만 보일러가 없어 조금 추울 수 있습니다. 한국과 비슷한 기후를 가지고 있는 도쿄는 겨울에는 춥고 봄과 가을에는 쾌적한 날씨를 경험합니다. 일본은 계절에 따라 다양한 날씨 변화가","학교는 외국인 학생들을 위한 레벨 테스트를 실시하고, 수업은 적절한 어려움을 가지며 전반적으로 만족스러웠습니다. 학교는 깨끗하고 무료로 프린트 가능한 시설을 제공하며, 교수님들의 친절한 가르침과 학부생들을 고려한 수업이 있었습니다.","현지와 일본에서의 생활은 상대적으로 안전하고 안정적으로 진행되었으며, 주변 환경은 조용하고 평화로웠습니다."
일반교환,자매대학,E0201,아시아,일본,오사카경법대,"Osaka University of Economics and Law
(大阪経済法科大学)",-,C-2,"· 위치: 일본 오사카(일본 3대 도시 중 하나)
· 특징: 학생수 약 3,121명","· 수학가능학과: Economics, Business Administration, Law, International Studies
· 파견학기별 수강가능학과가 변경될 수 있음
· 수강가능과목:
· http://www.keiho-u.ac.jp/english/students/index.html
· 각 과목의 수강요건 확인 필요",http://www.keiho-u.ac.jp/english/students/index.html,,일본어,"['경영/경제', '법학', '사회과학']","일본 교환학생이 지내는 학교는 산쪽에 위치하며 교통이 편리합니다. 캠퍼스는 교외에 있어 주변 상업시설이 부족하고 교통편이 불편하지만, 대중교통이 편리한 하나오카 캠퍼스와 야오 캠퍼스는 편의시설이 잘 갖춰져 있습니다.","날씨는 일교차가 크고 변화무쌍하여 계절에 맞는 옷차림이 필요합니다. 여름에는 34도 이상의 더위와 높은 습도로 불쾌하며, 겨울에는 영하의 추운 기온으로 두꺼운 외투가 필요합니다. 일본은 다양한 날씨를 경험할 수 있고, 강수량이 많은 계절에는 우산을 준비해야 합니다.","학교 시설은 만족스럽고 낙후되지 않았으며, 수업은 다양하고 쉽고 적절한 수준이었습니다. 출결 관리는 유연하며 편리하게 이용할 수 있었습니다.","학생들은 교수님과 동료 유학생들의 도움으로 안전하고 만족스러운 생활을 할 수 있었으며, 현지 생활환경은 낙후된 시설과 냄새, 교통 불편으로 인해 불편함을 경험했지만, 주택가 주변에 위치한 기숙사에서는 상대적으로 안전한 환경에서 생활하였습니다. 개선이 필요한 부분은 안전 및 환경 측면입니다."
일반교환,자매대학,E0203,아시아,일본,신슈대,Shinshu University,-,C-2,"· 위치: 일본 마쓰모토
· 특징: 학생 수 약 9,200명
· 섬유공학 분야 일본 대학 1위","· 수학가능학과: Humanities, Medicine, Engineering, Science, Agriculture, Economics, Education, Textile Sicence and Technology
· 수강가능과목:
· 1) https://campus-3.shinshu-u.ac.jp/syllabusj/Top
· 2) https://www.shinshu-u.ac.jp/institution/gec/tenkai/en/course/index_2.php (교환학생들이 자주 듣는 수업)
· 레벨테스트에 따라 수강가능과목 제한됨",https://www.shinshu-u.ac.jp/institution/gec/en/prospective_students/gec_exchange_student_program/,,일본어,"['경영/경제', '공학/기술', '교육학', '농업/축산', '보건/생명과학', '인문학', '자연과학']","마츠모토는 중앙에 위치하여 교통이 편리하며, 하네다 공항에서 신주쿠역으로 이동 후 버스를 타고 마츠모토 역까지 가고, 학교로는 22번 또는 23번 버스를 이용합니다.","날씨는 마츠모토가 높은 해발고도로 인해 서늘하며, 대도시에 비해 서늘합니다. 도쿄는 겨울에 매우 춥고, 충분한 옷을 준비해야 합니다.","학교 시설은 잘 갖춰져 있고, 수업은 일본어와 국제교양 수업으로 다양하게 제공되며, 수강 신청이 친절하게 안내됩니다.",- 일본에서의 교환학생 생활은 안전하고 안정적했습니다.
일반교환,자매대학,E0205,아시아,일본,오츠마여대,Otsuma Women's University,-,C-2,"· 위치: 일본 도쿄
· 특징: 학생 수 약 7,600명","· 수학가능학과: 일본어 점수에 따라 차이 있음
· N1 과정: 일부 수강제한 있음
· Faculty of Home Economics Department of Clothing & Textiles: Department of Food Science (Major in Food Science/Major in Dietitian Studies), Department in Child Studies (Major in Child Studies/Major in Child Education), Department of Life Design
· Faculty of Language & Literature: Department of Japanese Language & Literature, Department of English Language & Literature, Department of Communication & Culture
· Faculty of Social Information Studies: Department of Social Information Studies (Major in Social Science & Information Studies/Major in Environment & Information Studies/Major in Information Design)
· Faculty of Human Relations: Department of Human Relations (Major in Sociology/Major in Social & Clinical Psychology), Department of Human Welfare
· Faculty of Comparative Culture: Department of Comparative Culture
· Junior College Division: Department of Domestic Science (Major in Home Economics/Major in Business/Major in Nutrition), Department of Japanese Language & Literature, Department of English Language & Literature
· N2 과정: International Center's education program
· 수강가능과목(2020):
· N1: 일부 수강제한 있음 http://www.otsuma.ac.jp/academics/guide/subjectguide
· N2: 첨부파일(FactSheet) 참조 https://glbc.otsuma.ac.jp/international/ko/center",https://www.otsuma.ac.jp/english/international/exchange.html,,일본어,"['경영/경제', '공학/기술', '교육학', '농업/축산', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']","학교는 도쿄 도 치요다구에 위치하며, 교통이 편리하여 도쿄의 다양한 지역을 손쉽게 이동할 수 있습니다. 또한, 택시팟을 이용하여 도쿄 일상을 편리하게 즐길 수 있습니다.","봄에는 도쿄와 서울의 기온이 비슷하지만, 여름에는 서울이 조금 더 덥습니다. 양산은 여름에 필수이며, 가을에는 가끔 택시를 이용하는 것이 좋습니다. 겨울은 한국보다 춥지 않아서 괜찮습니다.","학교는 도쿄 중심에 위치하며, 국제처 소속의 교수님과 외부 강사님으로 구성된 적절한 양과 난이도의 수업을 진행합니다. 학교는 교환학생의 일본어 능력 향상을 목표로 합니다.","도쿄는 안전한 도시이며, 학교 주변과 기숙사에서 안정적이고 편안한 생활을 했습니다."
