프로그램구분,기관,일련번호,지역,국가명,대학명(국문),대학명(영문),지원자격_최소학점,지원자격_어학성적,참고사항,수학가능학과/영어강의목록 등,웹사이트,특이사항,언어권,수학가능전공분야,summary_location,summary_weather,summary_academic,summary_safety,hashtag
방문교환,자매대학,V24,아시아,일본,신슈대,Shinshu University,-,A-2,"· 상대교 등록금: JPY 200,000
· 일주일에 최대 12 강좌 수강 가능 (Intensive Program)
· 마츠모토 캠퍼스","· 수학가능학과: Humanities, Medicine, Engineering, Science, Agriculture, Economics, Education, Textile Sicence and Technology
· 수강가능과목(2020):
· https://campus-3.shinshu-u.ac.jp/syllabusj/Top
· 레벨테스트에 따라 수강가능과목 제한됨",http://www.shinshu-u.ac.jp/institution/gec/cheer/english/inbound/short-term-program/exchange-student.php,,영어(비유럽),"['경영/경제', '공학/기술', '교육학', '농업/축산', '보건/생명과학', '인문학', '자연과학']","학교는 나고야와 일본 중부 지역에 위치해 있으며, 도쿄, 오사카로의 이동이 어렵지만 나고야와 도쿄는 비교적 용이하며 다른 지역은 시간과 비용이 많이 소요됩니다. 교통편이 다양한 마츠모토는 중앙에 위치해 있어 이동이 편리하며, 하네다 공항에서 출발해 신주쿠역으로 이동한 후 버스를 타고 마츠모토 역으로 가는 것이 권장됩니다. 일본 내 교통은 복잡하지","일본은 겨울에 추우며 일교차가 크고, 중고 자전거를 고려할 만합니다. 특히, 일본 중부 지역의 신슈대와 마츠모토는 추운데, 물품 구입 시 이동이 필요하니 주의가 필요합니다. 도쿄도 겨울에 매우 추우니 따뜻한 옷을 꼭 챙겨야 합니다.","다양한 수업과 토론 기회가 제공되며, 만족스러운 학교 시설과 수업이 제공되었습니다. 학교는 다양한 시설을 보유하고 있으며, 수업은 학생들의 레벨에 맞게 적절히 진행되었고, 수강 신청이 친절하게 안내되었습니다. 일본어로 수업이 전반적으로 이루어지며, 다양한 활동을 할 수 있었습니다.",생활환경이 안전하고 안정적하여 학교와 기숙사의 지원으로 쾌적하게 보낼 수 있었던 일본에서의 생활이었습니다.,#일본중부지역 #추운겨울 #다양한활동
방문교환,자매대학,V25,아시아,인도,하이더라바드대,University of Hyderabad,-,A-2,"· 상대교 등록금: 학점당 $200
· 인도 하이더라바드에 위치
· 인도내 연구개발부문 1위 대학
· 1과목당 4학점, 최대 4과목 수강가능
· Study in India Program 수강이며 세부내용은 링크 참조","· 수학가능학과: Mathematics & Statistics, Chemistry, Computer & Information Sciences, Humanities, Management Studies, Arts & Communication, Physics, Life Sciences, Social Sciences, Engg. Sciences & Tech, Economics, Medical Sciences
· 수강가능과목(2019):
· https://www.uohyd.ac.in/schools-departments/",https://www.uohyd.ac.in/international-affairs/,"· TOEIC, ITP 제외
· 단, IELTS는 A1 이상 지원 가능",영어(비유럽),"['경영/경제', '공학/기술', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']",,,,,
방문교환,자매대학,V26,아시아,베트남,타이응우옌대,Thai Nguyen University,-,A-3,"· 상대교 등록금: 학점당 $200
· 인도 하이더라바드에 위치
· 인도내 연구개발부문 1위 대학
· 1과목당 4학점, 최대 4과목 수강가능
· Study in India Program 수강이며 세부내용은 링크 참조","· 수학가능학과: Mathematics & Statistics, Chemistry, Computer & Information Sciences, Humanities, Management Studies, Arts & Communication, Physics, Life Sciences, Social Sciences, Engg. Sciences & Tech, Economics, Medical Sciences
· 수강가능과목(2019):
· https://www.uohyd.ac.in/schools-departments/",https://www.uohyd.ac.in/international-affairs/,"· TOEIC, ITP 제외
· 단, IELTS는 A1 이상 지원 가능",영어(비유럽),"['경영/경제', '공학/기술', '보건/생명과학', '사회과학', '예술/디자인', '인문학', '자연과학', '커뮤니케이션/미디어']",,,,,
일반교환,자매대학,V27,오세아니아,뉴질랜드,오클랜드공대,Auckland University of Technology,-,A-2,"· 위치: Auckland
· 특징: Auckland 에 위치한 연구 중심 공립 대학
· 학생 수 약 29,000명, 등록금 약 NZD 30,000
· #437 QS Global World Ranking 2020","· 수학가능학과: Architecture and built environment, Art and design, business, Creative technologies, Communication, Education, Engineering, computer and mathmatical sciences, Health sciences, Hospitality, tourism and events, Language and culture, Law, Science, Social sciences and public policy, Sports and recreation, Te Ara Poutama
· 수강가능과목(2024): https://www.aut.ac.nz/__data/assets/pdf_file/0005/838211/Study-Abroad-Brochure-2023-Web.pdf
· 일부 수강 제한 과목 있을 수 있음",https://www.aut.ac.nz/__data/assets/pdf_file/0005/838211/Study-Abroad-Brochure-2023-Web.pdf,"· TOEIC/TOEFL ITP 제외
· IELTS 6.0이상 (각 영역별 5.5이상)",영어(비유럽),"['경영/경제', '공학/기술', '관광/호텔/레저', '교육학', '법학', '보건/생명과학', '사회과학', '스포츠과학', '예술/디자인', '자연과학', '커뮤니케이션/미디어']",,,,,
방문교환,SAF,V28,북미,미국,아메리칸대,American University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"학생들은 워싱턴 시내에서 떨어진 위치에 있어 지하철을 이용해 시내로 이동해야 하지만, 무제한 교통카드를 제공하여 교통이 편리합니다.","워싱턴은 계절에 따라 다양한 날씨 변화가 있어, 적절한 의상과 우산을 준비해야 합니다.","학교의 시설은 잘 갖춰져 있고, 수업 양과 난이도가 놆","학교 내 시설이 잘 갖춰져 안정적인 생활 환경을 제공하며, 워싱턴의 물가가 높지만 대부분의 박물관이 무료여서 경제적 부담이 적었습니다.",#지하철편리 #다양한날씨 #경제적생활환경
방문교환,SAF,V29,북미,미국,애리조나주립대,Arizona State University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V30,북미,미국,"캘리포니아주립대, 롱비치","California State University, Long Beach",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V31,북미,미국,"캘리포니아주립대, 산마르코스","California State University, San Marcos",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V32,북미,미국,콜롬비아대,"Columbia University, Columbia College",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V33,북미,미국,존스홉킨스대,Johns Hopkins University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V34,북미,미국,루이스&클라크대,Lewis & Clark College,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V35,북미,미국,미시건주립대,Michigan State University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V36,북미,미국,앨라배마대,University of Alabama,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V37,북미,미국,아칸소대,University of Arkansas,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],아칸소는 남부 지역을 경험하고 싶은 학생들에게 매력적인 지역입니다. 학교까지는 학교 제공 차량을 이용하여 편리하게 이동할 수 있습니다.,아칸소는 겨울에 기온이 매우 낮아 방한 준비가 필요합니다.,"학교는 Supply Chain Management 분야에서 우수한 시설을 갖추고 있으며, 대체로 쉬운 강의가 진행됩니다.",아칸소는 안전한 생활환경과 친절한 사람들이 많아 안정적으로 생활할 수 있었습니다.,#남부지역경험 #겨울필수준비 #SupplyChainManagement
방문교환,SAF,V38,북미,미국,"콜로라도대, 보더","University of Colorado, Boulder",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V39,북미,미국,"하와이대, 힐로","University of Hawaii, Hilo",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V41,북미,미국,몬타나대,University of Montana,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V42,북미,미국,"네바다대, 르노","University of Nevada, Reno",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V43,북미,미국,오레곤대,University of Oregon,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V44,북미,미국,펜실베니아대,University of Pennsylvania,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V45,북미,미국,"위스콘신대, 매디슨","University of Wisconsin, Madison",-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V46,북미,미국,워싱턴대,University of Washington,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V47,북미,미국,밴더빌트대,Vanderbilt University,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V48,유럽,영국,런던대,University College London,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V49,유럽,영국,브리스톨대,University of Bristol,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V50,유럽,영국,에딘버러대,University of Edinburgh,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"에든버러는 공항에서 시내까지 이동이 비싸지만, 도시가 작아서 대중교통을 이용하여 학교까지 이동하는 데는 큰 문제가 없습니다.",영국은 해가 많이 뜨지만 비가 자주 오므로 우산이 필요합니다.,"학교는 온라인 정규 수업과 오프라인 tutorial 수업을 제공하며, 고학년의 영어 성적에 따라 수강 과목이 다릅니다.","현지 생활에서 안전 문제는 크게 발생하지 않았고, 일상은 비교적 안정적으로 진행되었습니다.",#대중교통편리 #비올확률높음 #다양한수업형태
방문교환,SAF,V51,유럽,영국,글라스고우대,University of Glasgow,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V52,유럽,영국,맨체스터대,University of Manchester,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],"맨체스터는 잉글랜드 북서부에 위치해 있어 다양한 국가로의 여행이 용이하며, 대학 주변에 교통편이 잘 발달해 있습니다.",겨울이 매우 추운 지역이므로 방한 준비가 철저히 필요합니다.,"다양한 전공 수업과 교양 강좌를 제공하며, 녹화 영상을 통한 복습과 tutoring 제도를 통해 학생들의 질문에 지원합니다.",현지에서의 생활 환경은 안전하고 안정적이었습니다.,#다양한국가여행 #추운겨울대비 #녹화영상복습
방문교환,SAF,V53,유럽,영국,런던예술대,University of the Arts London,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V54,유럽,영국,웨스트민스터대,University of Westminster,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V55,유럽,아일랜드,더블린대,University College Dublin,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V56,유럽,아일랜드,리머릭대,University of Limerick,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
방문교환,SAF,V57,오세아니아,호주,뉴사우스웨일스대,University of New South Wales,-,-,,,,"· SAF 회원대학은 기본 1학기 파견이며 동일하게 1학기 연장 가능합니다.
· 지원자격 등록금액 등 세부 정보는 아래 SAF 홈페이지에서 확인하시기 바랍니다.
· http //korea.studyabroadfoundation.org/apply_now/saf_application_form_instructions.php
· 대학별 최소요구 학점이 2.5 미만이더라도 2.5 미만 학생은 지원할 수 없습니다.
· 일부 대학의 경우 학점인정 등에 제약이 있을 수 있으므로 참고하시기 바랍니다.
· Continuing Education 프로그램으로 지원되고 Continuing Education에서 성적표 발행함.
· Continuing Education 프로그램으로 지원되나 학교 공식 성적 발행원에서 성적표 발행",-,['직접확인'],,,,,
